,date,cluster,keyword_sum
5770,2023-06-19,manufacturing,109852
5771,2023-06-19,media & social networks,21478
5772,2023-06-19,non-profit organizations,6794
5773,2023-06-19,public administration,51869
5774,2023-06-19,real estate & leasing,8981
5775,2023-06-19,sports & activities,32408
5776,2023-06-19,telecommunications,27906
5777,2023-06-19,transportation,41634
5778,2023-06-19,video & photography,26198
5779,2023-06-19,"warehousing, storage & delivery",9012
5780,2023-06-20,accommodation,67847
5781,2023-06-20,"advertising, marketing & research",6959
5782,2023-06-20,"agriculture, farm animals & forestry",987
5783,2023-06-20,animal care & products for animals,5530
5784,2023-06-20,arts & design,8833
5785,2023-06-20,automotive,17682
5786,2023-06-20,beauty & personal care,24803
5787,2023-06-20,construction,218203
5788,2023-06-20,consulting,37007
5789,2023-06-20,e-commerce & retail trade,3709
5790,2023-06-20,education,314265
5791,2023-06-20,energy,108615
5792,2023-06-20,engineering & architecture,899
5793,2023-06-20,entertainment & recreation,9964
5794,2023-06-20,event organization,59544
5795,2023-06-20,fashion,188937
5796,2023-06-20,finance,140167
5797,2023-06-20,food & beverages,27360
5798,2023-06-20,health care and social assistance,13274
5799,2023-06-20,home care & home services,19595
5800,2023-06-20,human resources,33361
5801,2023-06-20,information technology,72759
5802,2023-06-20,insurance,77302
5803,2023-06-20,legal,337809
5804,2023-06-20,manufacturing,122313
5805,2023-06-20,media & social networks,25547
5806,2023-06-20,non-profit organizations,7913
5807,2023-06-20,public administration,58931
5808,2023-06-20,real estate & leasing,10148
5809,2023-06-20,sports & activities,38143
5810,2023-06-20,telecommunications,30147
5811,2023-06-20,transportation,46877
5812,2023-06-20,video & photography,31499
5813,2023-06-20,"warehousing, storage & delivery",10277
5814,2023-06-21,accommodation,66758
5815,2023-06-21,"advertising, marketing & research",7537
5816,2023-06-21,"agriculture, farm animals & forestry",767
5817,2023-06-21,animal care & products for animals,6018
5818,2023-06-21,arts & design,8414
5819,2023-06-21,automotive,15373
5820,2023-06-21,beauty & personal care,23250
5821,2023-06-21,construction,215640
5822,2023-06-21,consulting,40381
5823,2023-06-21,e-commerce & retail trade,4000
5824,2023-06-21,education,309197
5825,2023-06-21,energy,106591
5826,2023-06-21,engineering & architecture,889
5827,2023-06-21,entertainment & recreation,10343
5828,2023-06-21,event organization,61302
5829,2023-06-21,fashion,181241
5830,2023-06-21,finance,142738
5831,2023-06-21,food & beverages,29999
5832,2023-06-21,health care and social assistance,12411
5833,2023-06-21,home care & home services,19293
5834,2023-06-21,human resources,29013
5835,2023-06-21,information technology,72965
5836,2023-06-21,insurance,76553
5837,2023-06-21,legal,327601
5838,2023-06-21,manufacturing,120485
5839,2023-06-21,media & social networks,25767
5840,2023-06-21,non-profit organizations,7453
5841,2023-06-21,public administration,55630
5842,2023-06-21,real estate & leasing,8246
5843,2023-06-21,sports & activities,34806
5844,2023-06-21,telecommunications,28984
5845,2023-06-21,transportation,47880
5846,2023-06-21,video & photography,30297
5847,2023-06-21,"warehousing, storage & delivery",9427
5848,2023-06-22,accommodation,65431
5849,2023-06-22,"advertising, marketing & research",6668
5850,2023-06-22,"agriculture, farm animals & forestry",1467
5851,2023-06-22,animal care & products for animals,5264
5852,2023-06-22,arts & design,9050
5853,2023-06-22,automotive,15917
5854,2023-06-22,beauty & personal care,33075
5855,2023-06-22,construction,203911
5856,2023-06-22,consulting,37061
5857,2023-06-22,e-commerce & retail trade,4329
5858,2023-06-22,education,285071
5859,2023-06-22,energy,106460
5860,2023-06-22,engineering & architecture,754
5861,2023-06-22,entertainment & recreation,15351
5862,2023-06-22,event organization,57269
5863,2023-06-22,fashion,199264
5864,2023-06-22,finance,127929
5865,2023-06-22,food & beverages,30080
5866,2023-06-22,health care and social assistance,12028
5867,2023-06-22,home care & home services,18853
5868,2023-06-22,human resources,28215
5869,2023-06-22,information technology,67877
5870,2023-06-22,insurance,70364
5871,2023-06-22,legal,311930
5872,2023-06-22,manufacturing,117719
5873,2023-06-22,media & social networks,24199
5874,2023-06-22,non-profit organizations,6753
5875,2023-06-22,public administration,50098
5876,2023-06-22,real estate & leasing,8098
5877,2023-06-22,sports & activities,31051
5878,2023-06-22,telecommunications,28136
5879,2023-06-22,transportation,41858
5880,2023-06-22,video & photography,27230
5881,2023-06-22,"warehousing, storage & delivery",12649
5882,2023-06-23,accommodation,50262
5883,2023-06-23,"advertising, marketing & research",4861
5884,2023-06-23,"agriculture, farm animals & forestry",1131
5885,2023-06-23,animal care & products for animals,4200
5886,2023-06-23,arts & design,7409
5887,2023-06-23,automotive,12723
5888,2023-06-23,beauty & personal care,28600
5889,2023-06-23,construction,161235
5890,2023-06-23,consulting,29081
5891,2023-06-23,e-commerce & retail trade,3296
5892,2023-06-23,education,216292
5893,2023-06-23,energy,85697
5894,2023-06-23,engineering & architecture,809
5895,2023-06-23,entertainment & recreation,13772
5896,2023-06-23,event organization,42109
5897,2023-06-23,fashion,159163
5898,2023-06-23,finance,98435
5899,2023-06-23,food & beverages,35129
5900,2023-06-23,health care and social assistance,8961
5901,2023-06-23,home care & home services,14681
5902,2023-06-23,human resources,20055
5903,2023-06-23,information technology,51378
5904,2023-06-23,insurance,55202
5905,2023-06-23,legal,244300
5906,2023-06-23,manufacturing,93061
5907,2023-06-23,media & social networks,17690
5908,2023-06-23,non-profit organizations,5091
5909,2023-06-23,public administration,39947
5910,2023-06-23,real estate & leasing,6914
5911,2023-06-23,sports & activities,23821
5912,2023-06-23,telecommunications,25450
5913,2023-06-23,transportation,34466
5914,2023-06-23,video & photography,20431
5915,2023-06-23,"warehousing, storage & delivery",7835
5916,2023-06-24,accommodation,23999
5917,2023-06-24,"advertising, marketing & research",2093
5918,2023-06-24,"agriculture, farm animals & forestry",489
5919,2023-06-24,animal care & products for animals,2746
5920,2023-06-24,arts & design,2813
5921,2023-06-24,automotive,5284
5922,2023-06-24,beauty & personal care,13050
5923,2023-06-24,construction,68560
5924,2023-06-24,consulting,12392
5925,2023-06-24,e-commerce & retail trade,1853
5926,2023-06-24,education,106122
5927,2023-06-24,energy,41015
5928,2023-06-24,engineering & architecture,449
5929,2023-06-24,entertainment & recreation,5696
5930,2023-06-24,event organization,17657
5931,2023-06-24,fashion,64212
5932,2023-06-24,finance,47404
5933,2023-06-24,food & beverages,11918
5934,2023-06-24,health care and social assistance,4472
5935,2023-06-24,home care & home services,6212
5936,2023-06-24,human resources,8840
5937,2023-06-24,information technology,23535
5938,2023-06-24,insurance,27814
5939,2023-06-24,legal,116893
5940,2023-06-24,manufacturing,40708
5941,2023-06-24,media & social networks,8712
5942,2023-06-24,non-profit organizations,2519
5943,2023-06-24,public administration,14219
5944,2023-06-24,real estate & leasing,4895
5945,2023-06-24,sports & activities,11682
5946,2023-06-24,telecommunications,9033
5947,2023-06-24,transportation,20589
5948,2023-06-24,video & photography,9543
5949,2023-06-24,"warehousing, storage & delivery",4625
5950,2023-06-25,accommodation,29207
5951,2023-06-25,"advertising, marketing & research",2326
5952,2023-06-25,"agriculture, farm animals & forestry",339
5953,2023-06-25,animal care & products for animals,2782
5954,2023-06-25,arts & design,4154
5955,2023-06-25,automotive,7030
5956,2023-06-25,beauty & personal care,13088
5957,2023-06-25,construction,82553
5958,2023-06-25,consulting,14901
5959,2023-06-25,e-commerce & retail trade,1582
5960,2023-06-25,education,132641
5961,2023-06-25,energy,48799
5962,2023-06-25,engineering & architecture,313
5963,2023-06-25,entertainment & recreation,5438
5964,2023-06-25,event organization,22471
5965,2023-06-25,fashion,79980
5966,2023-06-25,finance,58561
5967,2023-06-25,food & beverages,12337
5968,2023-06-25,health care and social assistance,6081
5969,2023-06-25,home care & home services,7432
5970,2023-06-25,human resources,9829
5971,2023-06-25,information technology,33176
5972,2023-06-25,insurance,33365
5973,2023-06-25,legal,134506
5974,2023-06-25,manufacturing,48662
5975,2023-06-25,media & social networks,9509
5976,2023-06-25,non-profit organizations,3016
5977,2023-06-25,public administration,20342
5978,2023-06-25,real estate & leasing,5322
5979,2023-06-25,sports & activities,15890
5980,2023-06-25,telecommunications,11009
5981,2023-06-25,transportation,22217
5982,2023-06-25,video & photography,11228
5983,2023-06-25,"warehousing, storage & delivery",4781
5984,2023-06-26,accommodation,63008
5985,2023-06-26,"advertising, marketing & research",6435
5986,2023-06-26,"agriculture, farm animals & forestry",1428
5987,2023-06-26,animal care & products for animals,5639
5988,2023-06-26,arts & design,6766
5989,2023-06-26,automotive,17375
5990,2023-06-26,beauty & personal care,24512
5991,2023-06-26,construction,203971
5992,2023-06-26,consulting,37239
5993,2023-06-26,e-commerce & retail trade,4353
5994,2023-06-26,education,287620
5995,2023-06-26,energy,99361
5996,2023-06-26,engineering & architecture,1031
5997,2023-06-26,entertainment & recreation,8889
5998,2023-06-26,event organization,57009
5999,2023-06-26,fashion,176968
6000,2023-06-26,finance,132377
6001,2023-06-26,food & beverages,24622
6002,2023-06-26,health care and social assistance,13853
6003,2023-06-26,home care & home services,18301
6004,2023-06-26,human resources,31107
6005,2023-06-26,information technology,72127
6006,2023-06-26,insurance,75823
6007,2023-06-26,legal,310752
6008,2023-06-26,manufacturing,110821
6009,2023-06-26,media & social networks,22838
6010,2023-06-26,non-profit organizations,6509
6011,2023-06-26,public administration,54706
6012,2023-06-26,real estate & leasing,9453
6013,2023-06-26,sports & activities,35764
6014,2023-06-26,telecommunications,28243
6015,2023-06-26,transportation,44927
6016,2023-06-26,video & photography,26423
6017,2023-06-26,"warehousing, storage & delivery",9470
6018,2023-06-27,accommodation,66071
6019,2023-06-27,"advertising, marketing & research",7432
6020,2023-06-27,"agriculture, farm animals & forestry",715
6021,2023-06-27,animal care & products for animals,5706
6022,2023-06-27,arts & design,8602
6023,2023-06-27,automotive,16789
6024,2023-06-27,beauty & personal care,23797
6025,2023-06-27,construction,211382
6026,2023-06-27,consulting,40039
6027,2023-06-27,e-commerce & retail trade,3758
6028,2023-06-27,education,306927
6029,2023-06-27,energy,103404
6030,2023-06-27,engineering & architecture,892
6031,2023-06-27,entertainment & recreation,9521
6032,2023-06-27,event organization,61358
6033,2023-06-27,fashion,179822
6034,2023-06-27,finance,139061
6035,2023-06-27,food & beverages,25890
6036,2023-06-27,health care and social assistance,12647
6037,2023-06-27,home care & home services,19621
6038,2023-06-27,human resources,30964
6039,2023-06-27,information technology,76181
6040,2023-06-27,insurance,77999
6041,2023-06-27,legal,323293
6042,2023-06-27,manufacturing,120945
6043,2023-06-27,media & social networks,24303
6044,2023-06-27,non-profit organizations,7447
6045,2023-06-27,public administration,58584
6046,2023-06-27,real estate & leasing,8949
6047,2023-06-27,sports & activities,34643
6048,2023-06-27,telecommunications,29308
6049,2023-06-27,transportation,43965
6050,2023-06-27,video & photography,28540
6051,2023-06-27,"warehousing, storage & delivery",9116
6052,2023-06-28,accommodation,70164
6053,2023-06-28,"advertising, marketing & research",6272
6054,2023-06-28,"agriculture, farm animals & forestry",743
6055,2023-06-28,animal care & products for animals,4841
6056,2023-06-28,arts & design,8331
6057,2023-06-28,automotive,17881
6058,2023-06-28,beauty & personal care,23147
6059,2023-06-28,construction,204636
6060,2023-06-28,consulting,37829
6061,2023-06-28,e-commerce & retail trade,3026
6062,2023-06-28,education,290749
6063,2023-06-28,energy,97724
6064,2023-06-28,engineering & architecture,1310
6065,2023-06-28,entertainment & recreation,9327
6066,2023-06-28,event organization,57120
6067,2023-06-28,fashion,187396
6068,2023-06-28,finance,127940
6069,2023-06-28,food & beverages,31800
6070,2023-06-28,health care and social assistance,11575
6071,2023-06-28,home care & home services,19360
6072,2023-06-28,human resources,31965
6073,2023-06-28,information technology,67706
6074,2023-06-28,insurance,68885
6075,2023-06-28,legal,306890
6076,2023-06-28,manufacturing,113771
6077,2023-06-28,media & social networks,24530
6078,2023-06-28,non-profit organizations,7745
6079,2023-06-28,public administration,55608
6080,2023-06-28,real estate & leasing,9011
6081,2023-06-28,sports & activities,31103
6082,2023-06-28,telecommunications,31638
6083,2023-06-28,transportation,43124
6084,2023-06-28,video & photography,27954
6085,2023-06-28,"warehousing, storage & delivery",8993
6086,2023-06-29,accommodation,58408
6087,2023-06-29,"advertising, marketing & research",5776
6088,2023-06-29,"agriculture, farm animals & forestry",762
6089,2023-06-29,animal care & products for animals,4475
6090,2023-06-29,arts & design,6820
6091,2023-06-29,automotive,20193
6092,2023-06-29,beauty & personal care,20318
6093,2023-06-29,construction,183142
6094,2023-06-29,consulting,35087
6095,2023-06-29,e-commerce & retail trade,3739
6096,2023-06-29,education,259675
6097,2023-06-29,energy,93865
6098,2023-06-29,engineering & architecture,721
6099,2023-06-29,entertainment & recreation,8033
6100,2023-06-29,event organization,49666
6101,2023-06-29,fashion,168355
6102,2023-06-29,finance,124959
6103,2023-06-29,food & beverages,18337
6104,2023-06-29,health care and social assistance,9905
6105,2023-06-29,home care & home services,16758
6106,2023-06-29,human resources,26162
6107,2023-06-29,information technology,59864
6108,2023-06-29,insurance,61864
6109,2023-06-29,legal,287020
6110,2023-06-29,manufacturing,107390
6111,2023-06-29,media & social networks,21639
6112,2023-06-29,non-profit organizations,6261
6113,2023-06-29,public administration,46115
6114,2023-06-29,real estate & leasing,8350
6115,2023-06-29,sports & activities,26329
6116,2023-06-29,telecommunications,25820
6117,2023-06-29,transportation,38026
6118,2023-06-29,video & photography,25317
6119,2023-06-29,"warehousing, storage & delivery",9183
